review_text,review_score
"While I eventually enjoyed Aporia: Beyond the Valley, the moments where bugs and glitches appeared took me right out of the experience. It’s a shame too, as the story is well told despite uttering no words at all, the premise is genuinely interesting, and the puzzles – when they work as intended – are a joy to solve. It’s certainly one to wait on for now while they tidy up all the bugs and glitches.",6
"In all honesty, the simplification of the controls and hit-miss nature of the superstar mode mean that Sega Superstar Tennis isn’t quite as good as the tennis masterclass that was ""Virtua Tennis 3.""",4
Its gameplay consists of bland beat-em-up action and imprecise gun control. The in-game visuals vary between good (up close) and bad (zoomed out) and the co-op options are limited and confusing.,3
"If you absolutely must have a Sudoku game for your Nintendo DS, I'd recommend buying a copy of ""Brain Age,"" even if it only contains one hundred puzzles. Sudoku Gridmaster is a decent game, but its problems outweigh any positives it offers.",4
"Ronin has little plot to speak of, but is focused like it’s own motorcycle helmeted avenger on a tight and tactical turn-ish-based combat mechanic. Looks a little like Gunpoint. Plays like Ronin.",6
Marlow Briggs and the Mask of the Death is an honest hack'n slash game with varied action and nice combat system. What it lacks in style and in the technical department is fully compensated for by the overall quality of the action.,7
"I literally fell asleep 15 minutes into my first ""exciting"" mission of taking pictures of fish, so that should tell you something. But stick with it, and you may find yourself inexplicably drawn in. [Mar 2003, p.116]",5
"It's a shame that such a much-loved series has come to this, but here we are. So to conclude, SingStar Ultimate Party gets one point for nice menu screens and one point for Carly Rae Jepsen.",2
"With spectacular action, great controls and a lot of emphasis on the story, Manticore: Galaxy on Fire is the best option for those who are looking to bring space battles anywhere on the Nintendo Switch.",8
"All the same, this is by far the best of the franchise so far and if you’ve ever considered giving one of the Sherlock Holmes games a go there’s been no better option to start with.",8
"Filthy Lucre strives to be a game of interesting choices between caution and gung-ho action. Unfortunately, the lack of challenge and inept AI mean that neither style of play is satisfying.",3
"It's an example of master storytellers at the height of their powers, and despite the shadow of its illustrious heritage, Final Fantasy XII is by far and away the best game in the series yet.",10
"If you've got a fondness for Hasbro's brand, High Moon Studios does not disappoint. If you played with a Transformer as a child and haven't revisited your inner 8-year-old in a few years, Fall of Cybertron will more than suffice. The latest title in the franchise won't disappoint and will provide plenty of childish, stupid fun, but it's not about to set the robotic world on fire.",7
"It's fair to say that most people over the age of about eight will find it ridiculously easy and childlike and it features some typically Manga quirks and moral dubiousness (indeed, one of the themes of the original U.S. series was vivisection!) but as a piece of history and heartwarming my-first action title, it's pleasing in almost every facet.",6
"I'm totally for the idea of a nonviolent FPS, but this one just doesn't work on any level. It's like ""Catechumen's"" long lost pagan brother. It doesn't even make a good game for your kid brother or son who's hopped up on Atlantis fever. This is one empire that deserves to stay lost.",2
"Gears of War 2 does everything you wanted the original to do and then some. I have never been so hooked on a game. I couldn't put it away until I beat it. I just couldn't get enough of the intense action, the beautiful visuals and I especially couldn't get enough of the story.",10
"All you need to know is that if it was a poker hand, Forza would be a royal flush. If a football score, it would be a 7-0 win. As a game, it is the finest straight-up racing game to grace any home console system and as such, is an absolute must buy.",10
"It's action-packed gameplay; attractive, colorful visuals; and star-studded videos are sure to draw in both hardcore fans of the series and large numbers of new players. [Apr 2007, p.20]",8
"An intriguing set but one that is downplayed significantly due to the controls. Your tolerance may vary though, so it's not a bad idea to rent this one to get the full experience for yourself before buying.",5
"Mario and Donkey Kong: Minis on the Move provides a ton of variety and a consistent level of challenge. It's a simple, accessible and entertaining puzzle game that combines Nintendo craftsmanship with a competitive price tag.",7
"Overall, however, we can only be satisfied with the outcome of the nostalgia operation implemented by Blizzard, which will once again trap fans in an endless cycle of fights to the death and unbridled looting.",9
"Arkham Knight triumphs as a richly empowering comic book fantasy that sees its hero fail almost as much as he succeeds, making him the most believable, the most occasionally unlikeable, and ultimately the most heroic he’s ever been.",10
"Switch owners may be more comfortable with playing older games than Nintendo’s less portable cousins, but even this feels a bit too short-lived and dated to satisfy our Capcom cravings, especially when there are more exciting oldies to come to Switch, from Resident Evil 4 to the recently announced Dragon’s Dogma: Dark Arisen.",5
"Neon White is as addictive as it is challenging, with plenty of replayability and varied gameplay, looking gorgeous at every step. It's a magnificent take on the FPS-genre, building complex and thrilling levels where simply pulling the trigger isn't enough.",9
"I can’t praise Valkyria Revolution‘s story enough. It’s a clear-eyed meditation on the horrors of war – even, perhaps especially, justified war. If the developers had found a way to make the dreary, repetitive combat as worthwhile as the story that frames it, this would have been an incredible game.",8
"OutRun is just as much fun as it was when released more than two decades ago, though the gameplay fundamentals haven't changed much and the series is still in need of a bonafide relaunch. That said, I still love OutRun. I'll never get sick of Heart Attack mode.",7
"While fans of turn-based strategy might find some features to be enjoyable, long-time players of the Jagged Alliance series and strategy connoisseurs might feel shortchanged of the beloved gameplay of this genre.",5
"Metal Gear Rising: Revengeance is an ambitious title and Platinum Games delivers! The resulting game is pure hack & slash, filled with interesting features like the Blade mode and the Jack the Ripper mode, that manage to make the game feel fresh and, at times, even unique. It's a joy from beginning to end and even though Revengeance isn't a long game by any stretch of the word, you won't regret spending any of your hard-earned money on it.",9
"The variety of maps, tasks and challenges is one of the strong suits of Part Time UFO. Even though the gameplay mechanics are pretty simple, clever puzzle design keeps the player entertained for many hours. [Issue#251, p.71]",8
"Most of these games translate well to the Switch, the improved graphics exploding with color. Playing in 4:3 suits some games better than others, so it’s not a perfect fit. The JoyCons are a great control tool, even if a few games struggle (I’m looking at you Sky Kid, you menace) on the Switch. This was a fun little jaunt down memory lane, but it’s really nothing more than another Namco collection in new digs.",7
"The Thaumaturge successfully delivers a weird and surprising RPG that is filled to the brim with narrative. Whether you’re chasing down demons, or manipulating the minds of the socially elite, you’ll feel the power of the Thaumaturge. With its complex turn-based combat and choice consequence system, there are plenty of opportunities for replayability.",7
"Pac-Man World: Re-PAC is a classic from the end of the 90's with improved mechanics and graphics at today's level. Those who have played the original game will be delighted with this one although they will miss the original difficulty. However, anyone can give it a try and not miss out on this classic among classics.",6
"Fuzion Frenzy 2 is like a decent-tasting smoothie of low-calorie gaming activities with a disgusting cherry on top. The game improves a lot if you’re playing at home with friends or smack-talking strangers online, but like any party, it isn’t meant to be a solo affair.",7
"The performance was solid throughout my testing, I had no issues with gameplay improvements and the graphics looked great. There were some pathfinding issues and units did enjoy clashing with one another, which made battle rather hectic, but the clunky controls and movement were among the things I loved most about the original.",8
"Klonoa Phantasy Reverie Series brings together the two main games of the franchise, updating aesthetic elements and adapting details to the present time without mischaracterizing what made the series stand out in the not-so-distant past. Even with some occasional dated details, the collection is great for introducing the brand to a new generation.",8
It’s hard to believe that EA’s Madden NFL 2010 is the 5th Madden release on the Xbox 360. Each incarnation has built upon and improved on the previous. Madden 2009 made the series and the sport itself accessible to the masses – so how much room has the latest release got to move?,8
"Less enjoyable is the amazingly blatant product placement&#151;bike brands like Trek and Specialized make sense, but while you pedal, billboards for online auction sites and energy bars peddle under the guise of earnable sponsorships. Gamers will tire of it quickly.",9
"Quite a fun game, though it is a Japanese RPG so expect seemingly endless screens of dialogue that can (thankfully) be skipped through if you don't mind missing a few jokes. There is also a lot of explaining about exactly what all of the mechanics do from the Explanatory Shampuru.",6
"While the emphasis on the Batmobile late in the game can be incredibly tiring, the characters and world around you never stop propelling you forward. Combine that with the numerous upgrades for your weapons and plethora of side content available, and you have one hell of a Batman video game.",9
"Simply put, if you’re playing with a friend who’s sitting beside you on the couch – the campaign has no online co-op – you’ll likely love Revelations 2. If you’re stuck relying on the mostly-useless AI, you’re in for a far more frustrating experience.",7
"I will say that I have spent enough time on this game to encompass my two playthroughs of Mass Effect, or both of the Knights of the Old Republic titles. And I can honestly say that, in comparison, I didn’t enjoy one minute of it. Good-day.",2
"As a budget bundle, Saints Row 4: Re-elected and 'Gat out of Hell' is worth considering if you're looking to waste a few weekends before this year's influx of blockbuster releases.",6
Fans of the original Fuzion Frenzy and other party games may want to give this a rent. Everyone else will probably take part in a contest to see who can return it to the game store the fastest.,3
"Lunacy, anarchy, drastic violence and stealth tactics wrapped in absurd amounts of pixelblood and psychedelic electro. You can love this game. You can damn it into the deepest hell. But you can't ignore it.",7
"Beyond Eyes is an breathtaking accomplishment. It's a game that not only entertains, but that also gets across some of the difficulties that a differently abled person would need to contend with, in a way that is entirely understandable by everyone.",8
"In this case, I think simpler would have been better. Stripping out some of the needless camera angles and the slow-mo would make it to focus on Kill Team's strengths, like the fact that it's impressively fun to annihilate a horde of Orks with a rocket launcher. As it is, Kill Team is a reasonably fun promotional vehicle for Space Marine, but a sloppy one.",5
"Acting more as a transition episode, Batman: The Enemy Within - Episode 3 ""Fractured Mask"" is another great episode in the series, even if it isn't as fantastic as the first two. The tension is running high here and Telltale's writing is at the top of its game. If the last two episodes can live up to the first three this will easily go down as one of the developer's best.",7
"South of Midnight is Compulsion's best game by a country mile, emerging as an assured and beautifully crafted Southern Gothic folktale that feels like a bracing breath of earthy, swampy air.",8
The arcade ports are proper versions of the included games and the addition of Pac-Man Vs. and the ability to get the full multiplayer experience over two Switches with just one copy of Namco Museum is nice.,7
"The game is as homogenous and unimaginative as a tabloid cover, and is as far past its prime as Billy Dee Williams. It’s still a decent RTS, but it wins with quantity, not quality, just like Colt 45.",3
"It manages to fit some of the series' feel into one of the most generic genres ever. Unfortunately, severe play issues limit its playability, and very few gamers of any age will get to enjoy some of the extras that Tomy took the time to add in.",4
"Forced Showdown's design makes it fun to exterminate hordes of enemies for a few hours on various arenas, but later on the progress of unlocking much needed cards stalls significantly, just like our enjoyment.",5
"If you have even a remote sense of twisted humor, I highly recommend checking out this game. It is definitely the best rabbit, saw blade killing, monster slaying simulation currently available.",7
"A great game. Because of the differences from previous iterations it may be a little disappointing to die hard Mario Kart purists. But for anyone who likes the series in general, the decision to get this game is a no-brainer.",8
"Whilst very brief and slightly obsolete in its gameplay, Sunlight provides an ambitious and rich narrative experiment, offering keen insight into concepts of impermanence, sensation and mortality.",5
"For Fans of Spiderman – or of Marvel-Games in general – Spiderman Shattered Dimensions is a must-have. The perfect combination of puzzles, fights and show-downs with mighty bosses whets the player's appetite.",9
"Neon White is a love letter to turn-of-the-decade internet weirdos. It's full of rule-of-cool anime nostalgia, ear-shredding electronic music, and dialogue ripped straight out of my group chats. It's a genuine game made for an audience rarely prioritised, but even if you don't fit the archetypical person this game was made for, you're still in for the most stylish and satisfying action-platformer I've ever experienced.",8
"With the War Of The Ring turnbased campaign also receiving some minor though effective tweaks, this is one add-on pack you should snap up like a slavering Warg. Amazing what's possible when consoles don't get in the way, isn't it?",9
"Even though Dance Dance Revolution: Disney Edition outperforms its latest predecessor -- DDR SuperNova 2 -- by offering a training mode, it still falls short of the traditional DDR standard in terms of song selection, online play and visual flair.",5
"House Flipper manages to scratch a specific itch, but it lacks long-term incentives and just generally feels like a missed opportunity. With more content, polish, interactivity, and customization, this could become a nice sleeper hit. It's serviceable as is, but it won't hold your attention for too long.",4
"To each their own of course, but this game's developers probably could have put a bit more effort into Gallop Racer 2006 in order to make it more accessible for people who are curious, or just think the idea of a racing game with horses is cool. As someone who feels just like that, I can respect what Gallop Racer 2006 is about, but I'm a little disappointed too.",6
"Most of Turok 2: Seeds of Evil’s problems simply lie with the passage of time. If you are willing to overlook some of those issues, such as the outdated visuals and level design, what you will find is a fun and thrilling trip down memory lane to one of the Nintendo 64’s best first-person shooters. The lack of multiplayer, while not essential, hurts the overall package.",7
"Beyond some frustrating gameplay, Night of 100 Frights brings the visuals and sounds of the long running cartoon to life in this title, with a huge map to explore on your way to solving the mystery.",5
Kingdom Hearts fans - particularly those who can justify the game's astronomical price point of $60 for about five hours of new content - will definitely enjoy their brief time with Kingdom Hearts HD 2.8 Final Chapter Prologue.,8
"Evotinction draws inspiration from a host of classic sci-fi influences, but flip flops between tropes and struggles to find an identity of its own. Its flat tone and atmosphere betray the beauty of its presentation, and what is really a basic story fails in many ways to hold itself together under the weight of its loftier ambitions. The action stealth certainly flirts with some interesting ideas, but a lack of balance and wonky execution unfortunately make it another imperfect cog in a machine that already has several. ChatGPT may rise up one day and decide that humans are a nuisance to be eradicated, but Evotinction fails to capture the potential horror of that.",7
Thanks to the half-decent camera you can also get right down into the action to appreciate the slaughter even more. It&#146;s worth getting Operation Genesis for this opportunity alone.,6
"While War Chest could've used better matchmaking with player match-ups and a little more variety with battle missions, it's still a fun trip through kiddie nostalgia, especially if you double down on the Hall of Fame Edition and pit G.I. Joe against He-Man. I mean, who doesn't want to see that battle happen?!",7
"I was worried Little Witch Academia: Chamber of Time would be a cheap cash grab, but I was wrong. There are some flaws, but the most important aspect — the franchise’s ethos — is fully intact and on full display, making this a game that’s sure to leave fans spellbound.",6
"A game that every motorcycling lover should at least try; some small problems can somewhat undermine part of the gameplay experience, but the feelings it transmits while racing are among the best in gaming. If you love motorbike races and you're willing to forgive some frame-rate drops and other small graphical problems, you should consider it.",7
"Guardian Heroes is an idea long before its time. This high definition port embraces the past with its tweaks adding so much more enjoyment to the game, which will surely leave its loyal fan-base very happy indeed with the results. There are changes deemed only where necessary, and is made use of the 360 controller in its full. For 800 Microsoft points, this game is a bargain for fans of the late 90's classics.",4
"How To Train Your Dragon on consoles seems to suffer from a bit of an identity crisis. It wants to dabble in everything, while managing to avoid executing anything particularly well.",6
"Trek to Yomi’s opening chapter really builds expectation for what will follow, but what does follow doesn’t live up to that promise. It’s a gorgeous game to watch, but the gameplay simply falls short of matching the quality of the visuals.",5
"Those that have fond memories of GTA past and a deep patience for moving a bit backwards in the control and visuals department will be fine here, with familiarity and a good deal more than two dozen plotline missions to complete.",6
"As someone that has greatly enjoyed the previous games in the series, Toy Soldiers: War Chest is a disappointing experience. The forced use of Uplay for much of the online content, DLC purchases being locked to the account that purchased it, and a myriad of technical issues hamper the quality of the game.",5
"It’s clear that some effort certainly went into this dastardly devil’s creation, but Vergil’s Downfall leaves us wanting more; the inability to play as Vergil in the main campaign, much less the recently released Bloody Palace mode, is a puzzling omission given the precedent set with Devil May Cry 3.",4
"An addictive railway management puzzler that will scratch the itch for the logical thinking part of your brain and is very enjoyable whilst doing so. Though, for some, it may become repetitive.",5
"A combination of a streamlined length that doesn’t overstay its welcome, terrific level design, fluid controls and an overall aesthetic that’s both charming and well-integrated, Tinykin is a joy to play and an easy recommendation for any fan of 3D platformers.",8
"At a couple of quid less we’d suggest that most people think about giving it a punt (or, indeed, a jab?) but for now this will probably remain in the quite small ‘passionate about boxing, owns a Vita’ niche.",5
"I think Rock of Ages 2: Bigger and Boulder is pretty fantastic, and well-worth playing. I was genuinely surprised that a sequel was even made, but I’m happy to see that ACE Team managed to recapture all of the magic from the first, and expand on it even more.",8
"Xenoblade Chronicles: Definitive Edition perfects and fine-tunes one of the most venerated RPGs of the last decade. While the English voice acting and the occasional resolution dip is disappointing, they made such a meaningless difference that it didn't matter in the end. The gorgeous visual upgrade, the wide and varied locations, the deeply entertaining battle system, and the exquisite soundtrack all add together to one of the best RPG experiences possible.",10
"A realistic flight sim. Sometimes realistic games can drive people away, which is what Aero Elite did for me. Most of the time I was doing nothing but trying to get in range of my target, then shot a missile.",3
"Firefall probably is the most innovative MMO of the last period, whose indisputable merits are, however, counterbalanced by significant technical gaps as well as a general flatness of end-game contents. Worth much, but it could've been even better.",3
"Batman: Arkham Knight is a game that shows what can happen when a talented development studio is completely invested in a fictional universe and has mastered the technology to bring it to life. We’ve become the Batman before, but never quite like this.",3
"The vehicles have a silly propensity to flip upside-down (even at 20mph), and stupid proportional gaffes abound, like a dune buggy that's able to muscle an SUV over a cliff. Which is just insane.",3
"Supreme fan service, an epic sense of scale and plenty of gameplay variety ensure that Transformers: Fall of Cybertron is not only an unreservedly brilliant sequel, but is inarguably the best Transformers game we've played.",3
"If you haven't played the original title, you must play Xenoblade Chrinicles: Definitive edition. If you enjoyed this masterpiece of the JRPG you must play this new version, not only for their upgraded graphics, but also for the epilogue. This is a must buy in all the sections.",3
"The game will clearly appeal more to casual gamers than to the hardcore, but it does show how the Wii U can deliver interesting games when the developers try to introduce some innovation.",3
"In closing, Dark Sector has familiar gameplay to Gears of War, using the cover system, perspective and excessive bloodshed, but it's addition of abilities helps animate the darkened world.",3
"Old-schoolers who cut their teeth on the original Bros. have a lot to enjoy in Super Princess Peach, while new players will find an excellent and challenging introduction into one of gaming's most venerable and popular genres.",3
"Legends of Eisenwald will certainly offer tens if not hundreds of hours of fun for those who are willing to understand its world and mechanics, and it will be interesting to see how the team at Aterdux expands the formula of the game in the future.",3
"You will love EA Sports FC 25 and hate it at the same time – just like every previous installment. Nevertheless, the FC IQ system makes me feel, for the first time in a while in this series, the big potential for customizing tactics and individual player roles.",3
"Its gameplay mechanics are at best, boring, and at worst, snooze-worthy. If you enjoy Neopets, you may want to give this one a tentative rent, but that’s the most that I can suggest to anyone.",3
Box Boy! is a game that reminds us of the golden age of the Game Boy. Its level and gameplay design really shine and remind us the reasons why Nintendo became a leader in this market at various stages of its history.,3
"Even if we aren’t getting Kingdom Hearts 3 anytime soon, you’re finally able to play one of the series great titles at long last on the PS4, and see how the future of the series is shaping up.",3
There's no doubt that NCAA Football 06 lives up to the pre-release hype and keeps the dynasty going by staying on top and garnering yet another title as the best college football game around.,3
"Technically there's nothing wrong with the game -- had it released in 2006. While it's great to have Visual Concepts back, they definitely left room for improvement for All-Pro Football 2K9, and improvement is certainly what's needed for this next generation of football games.",3
The episodic concept worked well already in Crimes & Punishments and serves its purpose here as well. Even with the low difficulty level spending the time with the sleuth was worthwhile.,3
"If you're a dedicated fan of the Shadowrun setting and enjoy your games a little on the complex side, you will be disappointed in the lack of depth in Shadowrun Chronicles. If, however, you enjoy turn-based tactical action and cooperative multiplayer, you might have a blast with the game.",3
"Full of gags, bawdy humour and pratfalls (what other game gives you the chance to shoot bananas at the feet of citizens for comic relief?) it's got charm to spare. Unlike Sakaguchi's biggest hit, The Last Story's title is more likely to be a self-fulfilling prophecy, but it represents compelling proof that there's still life in the old JRPG yet.",3
"A Space for the Unbound rotates between visual novel scenes, fetch quests, quick-time-event fights and increasingly complex puzzles. It moves along at a steady pace, but gives space for the player to breathe when things get heavy. There's always a stray cat to pet if you need a moment to recover.",3
"Close to the Sun is one of the best examples of the “walking simulator” style of adventure game I’ve seen in quite some time. It does a wonderful job of blending the visual style of BioShock with the tense atmosphere of Outlast and slow-paced world-building of Everybody’s Gone to the Rapture. While the sometimes-obtuse puzzles and slow pacing can cause frustration and repetition, this is a harrowing and thoughtfully designed adventure from start to finish.",3
"Klonoa Phantasy Reverie Series certainly is the best way for the series to celebrate its 25th anniversary, as with the great improvements it has received, the series is back in the spotlight. The only thing that remains to be seen is what the future holds for the franchise.",3
"Despite minor complaints and moments of awkwardly forced titillation that nearly wreck its somber and engrossing atmosphere, Last Light proves exhilarating, haunting, and one of the best-looking games ever.",3
"NSMBW is a stunning game in single-player, and a chaotic barrel of light-hearted laughs in multiplayer, accessible to beginners while truly challenging to long-term fans. Well done, Nintendo.",3
"Onimusha: Warlords for Nintendo Switch is a delight. It looks and plays well, it’s fun, and the in-game achievement system – aptly named Honors – motivates the player to replay the game several times. On average, most will be able to complete the game in around four hours. Despite the short duration, the journey is a quality one and something you’ll want to replay. Hopefully, Capcom has plans to bring the rest of the Onimusha series to the Nintendo Switch in the near future.",3
"BOXBOY! is just so pure, so perfect a puzzler that I wish it had existed way back when, so that in some alternate timeline I would have been able to play decades' worth of sequels to it by now. It's that good. [Issue #15; May/June 2015, p.25]",3
"It's harder than most, but the feeling of elation when you finally work those punk-ass CPU roadsters into submission is legendary. Rockstar's latest above-the-law offering is excellent.",3
"While the story is subpar, the stealth mechanics are weak, and the lack of a dodge ability does hinder a solid combat system, this short game–clocking in at around seven to eight hours–is certainly entertaining to play.",3
"A short, sweet season of story let down by the choice of form. We respect the experimental interpolation, though perhaps they should’ve played this piece straight. [Issue#19, p.87]",3
"Vast, beautiful, and every bit as epic as its subject matter, Troy's designation as a 'Saga' doesn't reflect a brief spin-off, but a soaring remix of the Iliad, with just the occasional annoyance or backwards step.",3
"Characters are memorable and well drawn, literally and figuratively, and the game ably tackles thorny issues such as the consequences of school bullying, and the terrible toll taken by anxiety, depression and domestic abuse. For the most part, the 12-hour runtime flies by as you get to know every delightful nook and cranny of the cosy neighbourhood; only the final third drags a little. It feels worthwhile after the superb ending, though, which ensures that this game will live on in your memory for a long, long time after the credits roll.",3
"Yonder has some interesting aspects to it, and while they really tried to throw in everything and the kitchen sink into it minus combat, many of them fall flat or shallow. The exploration is the best part of the game by far, and while the other parts of the game may be to shallow for me, others may find enjoyment out of them. Even then, the pacing is well done and players will have a pretty view the entire time. I’d say wait for price drop, but when that happens check it out.",3
"An excellent downhill bike racing game that gives you an amazing sense of speed, anxiousness, great control over your character and changing weather as you go from the top of the mountain to the bottom.",3
"If you're a mainstream gamer, we have no reason to recommend Telltale's Game of Throne as it's far from being the best game of the studio. On the other hand if you're a fanatic of R.R. Martin's books you won't regret your purchase as it's better than the HBO series.",3
"Following to the letter its own formula in terms of gameplay, controls, structure and open world design, Forza Horizon 5 becomes the new pinnacle of the franchise due to the special way that it transports us to the beautiful Mexican landscapes, taking harnessing all the power of the Xbox Series X to become one of the first games of this new generation that undoubtedly feels like a new generation. Some rough edges at the level and interface and progression slow it down from true perfection, but its virtues overshadow those flaws and of course, make it one of the best games of this 2021.",3
"Look beyond the tattered edges, though, and there's enough to ensure that the monopoly on two-wheel racing Milestone now enjoys doesn't mean this wins out by default. MotoGP 13's a lean, scrappy racer that's not just the best motorbike game around at the moment - it's one of the best pure motorsport experiences on console for years.",3
"Troy is a step in the right direction, polishing and improving many aspects of the series. We’ll have to wait to the next main entry in the franchise, but until then it is a game worth your time.",3
"For Formula 1 lovers, the ""Classic"" mode alone justifies the purchase of this 2013 edition, as Codemasters has managed to create a second game in the heart of a simulation that was already a reference. The best F1 races of yesterday and today are transcribed in a game that breathes the passion and love for this motorsport.",3
"The simple and scaled down options seem to be made for newer players into this kind of market, but the confusing nature of the game if you don't play the campaign first can quickly get frustrating.",3
"Those previously unaware of Time Crisis will find the whole affair bafflingly cheesy, but devotees of the franchise will love Razing Storm as a package, although most will surely agree that it should have been billed as Deadstorm Pirates, with a free copy of Time Crisis: Razing Storm thrown in.",3
